user_name,pubtime,type,content,trans_num,comment_num,like_num,location,wb_type,,,,,,
奇异果而,2020年08月12日09:48,0, 到处都是御剑而行的人，一不小心就可能被戳伤 别问我怎么知道 ,,1,2,,原创,普通用户,,,,,
4K大视界,2020年08月12日09:48,0, 目前暴雨还没来，是不是雷公电母这两位的健康码扫不出来无法入京，大家和小K先来看看影视剧里的大雨吧#4K视界# （cr:金山团青）  ,,2,3,,原创,个人认证,,,,,
Alex簪簪,2020年08月12日09:48,0,#暑假# 赶在暴雨前上的第六次课 2北京 ,,1,6,北京,原创,普通用户,,,,,
女王范的冰雪儿,2020年08月12日09:48,0,昨天被气象台、天气预报、微博，朋友圈、公司群各种连番轰炸预报的北京大暴雨，你在哪儿呢？雨太多路上堵车了吗？上班路上雨没等到，倒是热了个半死 ,,,2,,原创,普通用户,,,,,
-雾漫桃月-,2020年08月12日09:48,0,哈哈哈哈哈哈哈 ,,,1,,原创,个人认证,,,,,
中国气象数据,2020年08月12日09:48,0,中央气象台今天发布暴雨黄色预警，预计今天#13省区市有大到暴雨#。其中，河北中部和东北部、北京、天津西部等地局地有大暴雨（100～200毫米）。看此时此刻的北京、天津与河北↓关注！雨天出行注意安全！  ,,,1,,原创,,,,,,
皮肤美容廖文君,2020年08月12日09:49,0, 请各位宝宝注意安全哦！  ,,,,,原创,普通用户,,,,,
小蛙的西瓜,2020年08月12日09:49,0,熊祁北京要下暴雨了小熊熊可要躲好了，冲跑了就变落汤鸡熊辽@KumaQi熊祁 ,,1,4,,原创,,,,,,
一只叫丽子贝贝的猫,2020年08月12日09:49,0, 疫情期间，风雨雷电四位神仙??聚众  ,,,,,原创,普通用户,,,,,
雪球,2020年08月12日09:49,0,投票北京昨晚预报今天会下暴雨，但目前北京艳阳高照，让今天的雨有了不确定性，那么问题来了，你预测今天A股收盘是涨还是跌？ 今天A股收盘是涨还是跌？ ,13,22,3186,,原创,官方认证,,,,,
翠花上酸菜鸭,2020年08月12日09:49,0, 气氛都准备好了，说好的雨呢 ,,3,2,,原创,,,,,,
老废物乐园园长,2020年08月12日09:49,0,希望从18度多云的青海到30度即将下暴雨的北京的我不要被浇更不要被热死拜托拜托拜托拜托拜托 ,,,,,原创,普通用户,,,,,
欢聚叶,2020年08月12日09:49,0,昨天全市发了暴雨预警，还建议各单位远程办公，弄得紧张兮兮。我自己特地把电脑背回家，提前买好了菜，甚至还把叫醒闹钟调早一个小时为了赶在暴雨前早早出门遛狗。然后，到这个点了，说好的雨??呢？ ,,,,,原创,普通用户,,,,,
飘飘然的大MoonMoon,2020年08月12日09:50,0,热搜真的太好笑了哈哈哈哈哈 ,,,,,原创,普通用户,,,,,
资源在手说看就看,2020年08月12日09:50,0,分享@女王喵TINA 的@绿洲 动态：#吸吸萌宠治愈你# 「晚安吧?」 明天的北京有暴雨，出门的一定注意安全哦！O绿洲 ,,,,,原创,,,,,,
王太大Tio,2020年08月12日09:50,0, 朋友圈都在等一场大雨，上一次大雨还是好多年前。,,,2,北京,原创,普通用户,,,,,
上岸没看到李易峰,2020年08月12日09:50,0,快了快了，德州已开始 ,,,,,原创,普通用户,,,,,
臭小子和米大佬,2020年08月12日09:50,0,北京不是说有暴雨么，好大的太阳?刚湿疹看了医生，产科医生让我去皮肤科看看?并给我免费做了个胎心监测 ,,,,,原创,,,,,,
北京交通,2020年08月12日09:50,0,暴雨天气极易形成内涝，内涝形成后如何自救？车辆和行人安全防御需注意哪些方面？  ,11,11,36,,原创,,,,,,
蜜之源0909,2020年08月12日09:51,0,这场暴雨是不是来不了了？我等着下雨洗车呢，上周的暴雨弄了一车不知名的种子（像蒲公英一样），出来混迟早要还的吧？！#整个首都人民都在等暴雨# 2北京 ,,,1,北京,原创,普通用户,,,,,
中国气象数据,2020年08月12日09:51,0,【正在直播：严阵以待！气象部门预报显示，。今天，@人民日报 联动 @北京日报都视频 走进北京排水集团防汛指挥部，为您直播防汛“中枢大脑”如何指挥开展防汛准备和应对工作↓↓  ,,1,3,,原创,,,,,,
福建森林消防,2020年08月12日09:51,0,【明日#北京市山区景区全部关闭#8月11日，北京市文旅局提示，北京市12日将有大到暴雨，局地大暴雨。12日零时起山区景区全部关闭，乡村民宿、民俗村户暂停接待游客。山区和浅山区存在发生山洪、地质灾害气象风险，应避免到山区、河道等危险区域活动，谨防地质灾害。一图看懂什么是地质气象灾害↓ ,1,6,8,,原创,官方认证,,,,,
抓住大太阳,2020年08月12日09:51,0,雨呢？ ,,,,,原创,普通用户,,,,,
月照千湖-,2020年08月12日09:51,0,#京津冀辽将迎入汛最强降雨# 雨呢，雨呢都在期待一场雨快快立秋，这几天也太热了，空调不间断开启时间九点五十，依旧艳阳高照。 ,,,,,原创,,,,,,
菠菜大力士吼,2020年08月12日09:51,0,所以开始下雨了吗 2北京 ,,,1,北京,原创,,,,,,
汽车报价大全,2020年08月12日09:51,0,各位生活在北京的小伙伴，今晚的微博、朋友圈一定被明日即将到来的暴雨消息刷屏了。北京市气象局已发出了暴雨黄色预警信号，预计12日08时至13日08时，北京市将出现大雨到暴雨天气，12日将迎来北京市入汛以来最强降水。上班和出行一定要早做规划！图为北京63处易积水点地图，非必要情况最好避开这些易积水点段。 ,,,,,原创,普通用户,,,,,
aJ171717,2020年08月12日09:51,0,北京今天会下暴雨吗 ,,,,,原创,,,,,,
倔强不屈的节奏,2020年08月12日09:51,0,早上六点二十起床（比平时早了四十分钟） 早上7点多到了单位，买好了方便面，结果太阳出来了。。。这要不下 弄的有点尴尬啊 ,,,,,原创,普通用户,,,,,
BRTV北京您早,2020年08月12日09:51,0,【#北京#首都机场全力保障雷雨天气旅客出行8月12日午后至13日凌晨，北京首都机场、大兴机场将迎来中到大雨天气，累计降雨量达大到暴雨，短时暴雨。建议旅客出行前密切关注天气变化和航班动态，合理安排出行计划。 ,,1,1,,原创,,,,,,
栀子星二号,2020年08月12日09:51,0,早上出门忘带伞了?，然后一直想着今天的暴雨，特意去买了把伞。所以，今天是下还是不下呢。。。 ,,,,,原创,,,,,,
蕾蕾大人最大,2020年08月12日09:51,0,一直预警今天北京暴雨……推了两个地，我就想知道……今天的暴雨到底会有多大#宠物卖萌中心##宠物收养#  ,,3,,,原创,,,,,,
小良阿发,2020年08月12日09:51,0,今天各大app都在推送，北京特大暴雨，想起那年721，当时还在天津，北京第一次被淹的时候，预报说接下来还有暴雨，当时有这么一个段子，说：“北京各种应对措施都弄好了，结果天津淹了”，当时在海河边上住，海河的水都满了。当时还在腾讯微博每天无病呻吟，所以用腾讯微博转发过，刚才准备找找看看，腾讯微博404了，啊，我那些年的无病呻吟都没有了。 ,,,,,原创,普通用户,,,,,
面朝舞台春暖花开,2020年08月12日09:51,0,全北京人民都在期待今儿的暴雨，这片土地上今儿但凡要是有地儿还能干着，那就是驳了龙王的面子！砸了四海的招牌！哥儿四个拼了老命也得给这地界儿满上！ 2北京 ,,,,北京,原创,普通用户,,,,,
法苑小状丁,2020年08月12日09:51,0,今天，整个北京都在等一场暴雨，就像初恋的少女等男朋友，怕他不来，又怕他乱来 2北京·天元港中心 ,,,1,北京·天元港中心,原创,个人认证,,,,,
开心果白羊,2020年08月12日09:51,0,北京的暴雨从昨天就开始在朋友圈里下了早晨我都没敢出去晨练又壮着胆子出去买了一趟早点这都快到晌午了？就给我看大太阳啊 ,,2,,,原创,普通用户,,,,,
平安北京石景山,2020年08月12日09:51,0,#安全提示# 【注意防范！北京将迎入汛最强降雨，局部或超200毫米  暴雨黄色、地质灾害气象风险黄色预警中，据气象北京消息：预计今天14点前，本市有分散性雷阵雨，局地有短时强降水，强降雨时段在今天午后到夜间，14点后自南向北有全市性的大到暴雨天气，局地有大暴雨，过程中短时雨强较大，阵风最大风力可达7、8级。石警官在此提示大家：请大家注意防雷避雨和出行安全，建议大家尽量乘坐公共交通出行，避免开车上路，若遇积水路段，请不要轻易涉水，了解路况信息，提前绕行。降雨过程中伴有短时强降水和雷暴大风等强对流天气，请公众尽量减少出行，不要在大树、广告牌等临时搭建物下方停留，以免发生危险。山区和浅山区存在发生山洪、地质灾害气象风险，请避免到山区、河道等危险区域活动，谨防地质灾害。 ,1,,1,,原创,,,,,,
just今天要吃小鱼干,2020年08月12日09:51,0,本来昨天晚上领导专门通知的因为北京暴雨预警，让居家办公，现在都出太阳了，太尴尬了 ,,,2,,原创,,,,,,
慢吞吞的乖li_7,2020年08月12日09:51,0,各种预警北京今天有大暴雨 特级响应 单位还给了一天假 要是不下就尴尬了很难想象现在外面还艳阳高照 下午就会开始暴雨 ,,1,,,原创,,,,,,
菜菜几几,2020年08月12日09:51,0,天气预告北京有暴雨，防汛通知建议不要出行。昨晚我就开始兴奋，想着第二天自己在雨中醒来，美滋滋请个假继续睡。带着这份期待，2点多才睡着。早上发现艳阳高照，我连个请假理由都编不出来。已经在工位上哭了。 ,,4,1,,原创,普通用户,,,,,
又见胡杨,2020年08月12日09:51,0,说好的暴雨呢，等得我都困了,,13,1,,原创,普通用户,,,,,
Kiwi邹,2020年08月12日09:52,0, 雨呢昨天就各种预警，结果大太阳 ,,,,,原创,普通用户,,,,,
Rathy小鱼,2020年08月12日09:52,0, 云团由南而来 气势汹汹 定不负殷殷期盼 ,,,,,原创,普通用户,,,,,
康养产业设计师,2020年08月12日09:52,0,整个首都的人民都在等暴雨，就像初恋的少女等待男友，怕他不来，又怕他乱来 2北京·碧朗湾康复体能训练中心 ,,,5,北京·碧朗湾康复体能训练中心,原创,普通用户,,,,,
落姐爱吃吖,2020年08月12日09:52,0,别给这雨太大压力 它也很紧张 ,,,1,,原创,,,,,,
小刚在大理,2020年08月12日09:52,0, 可能老天爷也临时被改需求了吧 ,228,136,1124,,原创,,,,,,
摸鱼儿去,2020年08月12日09:52,0,如果，暴雨下不来，谁来抚慰受伤的灵魂 ,,,,,原创,普通用户,,,,,
MrCcui小崔,2020年08月12日09:52,0, 这雨下还是不下啊，气氛都烘托到这了，我雨衣都带了，你让龙王怎么办，多尴尬啊！#尴尬的龙王# 惊不惊喜意不意外，今天堵车没赶上下雨 ,,,1,,原创,,,,,,
木水又良,2020年08月12日09:52,0,推送了好多北京暴雨防汛……这是得下多大啊害怕 ,,,,,原创,普通用户,,,,,
昂什么什么呢,2020年08月12日09:52,0,早上好，今天北京预报有暴雨，大家带好雨具，注意安全 ,,,,,原创,个人认证,,,,,
平胸静气,2020年08月12日09:52,0,今天北京暴雨天 拿出前年在台风天的大阪便利店买了还硬要带回国的便宜小伞 啊 好想出去玩啊！ ,,2,2,,原创,普通用户,,,,,
你猜我睡醒了嘛,2020年08月12日09:53,0,早晨梦到在下大暴雨，赶紧跑去窗前看…嘿！确认过阳光，是得涂足防晒出门的一天 ,,,6,,原创,,,,,,
一不小心就烦了,2020年08月12日09:53,0,雨呢？ ,,,,,原创,普通用户,,,,,
宁夏政法,2020年08月12日09:53,0,【正在直播：严阵以待！气象部门预报显示，。今天，@人民日报 联动 @北京日报都视频 走进北京排水集团防汛指挥部，为您直播防汛“中枢大脑”如何指挥开展防汛准备和应对工作↓↓  .  ,,,,,原创,,,,,,
vhi的未来,2020年08月12日09:53,0,北京今天有暴雨??，大家注意安全啊！ ,,,,,原创,普通用户,,,,,
詹姆士酒店英语,2020年08月12日09:53,0,等雨太煎熬，还好有詹姆士酒店英语陪你复习倾盆大雨怎么说。#酒店英语#  ,1,2,2,,原创,普通用户,,,,,
MintCrazy-walker,2020年08月12日09:53,0,明早的飞机，雨能不能今天下了，明天别下了 ,,,,,原创,普通用户,,,,,
兔纸大仙喵喵酱,2020年08月12日09:53,0,雨呢？雨呢？我这到底要不要去上班啊？ ,,2,,,原创,,,,,,
转移客户,2020年08月12日09:53,0,【正在直播：严阵以待！气象部门预报显示，。今天，@人民日报 联动 @北京日报都视频 走进北京排水集团防汛指挥部，为您直播防汛“中枢大脑”如何指挥开展防汛准备和应对工作↓↓  .  ,,,,,原创,,,,,,
星白侑,2020年08月12日09:53,0,北京的暴雨呢？我急了我急了 ,,,,,原创,普通用户,,,,,
调研工厂,2020年08月12日09:53,0,【北京将迎来入汛最强降雨 厂长疑问：到底有多大的雨是要让北京市实行弹性工作制？？？#调研工厂# 北京市防汛指挥部提示：12日早晨至夜间我市将有大到暴雨，倡议各单位实行弹性工作制、居家办公，建议市民减少出行，停放车辆注意安全，避免到山区、景区、河边和危险地带。建议全市在建工地停止施工。 ,1,,1,,原创,普通用户,,,,,
朱富贞,2020年08月12日09:53,0,【正在直播：严阵以待！气象部门预报显示，。今天，@人民日报 联动 @北京日报都视频 走进北京排水集团防汛指挥部，为您直播防汛“中枢大脑”如何指挥开展防汛准备和应对工作↓↓  .  ,,,,,原创,普通用户,,,,,
爱吃葵花籽的鱼,2020年08月12日09:53,0, 这雨注定要下的，已经到邯郸了，就希望能够顺利下班 2北京·万泉新新家园 ,,,,北京·万泉新新家园,原创,,,,,,
君峰影像生活,2020年08月12日09:53,0,君峰温馨提示：今日北京发布有大到暴雨的黄色预警，奥森公园目前是闭园状态，有购物需求的朋友可以提前联系。请您注意安全，避让积水路段和山区危险道路，注意防范山洪和泥石流地质灾害。 ,,,,,原创,普通用户,,,,,
岳云阶winssa,2020年08月12日09:53,0,注意安全！暴雨天气减少出行 ,,4,,,原创,个人认证,,,,,
都匀检察,2020年08月12日09:53,0,8月11日，北京市文旅局提示，北京市12日将有大到暴雨，局地大暴雨。12日零时起我市山区景区全部关闭，乡村民宿、民俗村户暂停接待游客，请广大游客不要前往山区旅游。（北京青年报，YX） ,,6,,,原创,官方认证,,,,,
程名章,2020年08月12日09:53,0, 连廊坊都突破不了，还妄想进京？你过得了白庙检查站吗？ ,,,,,原创,普通用户,,,,,
北京校园君,2020年08月12日09:54,0, 耐心等待 ,1,,2,,原创,个人认证,,,,,
中国气象局,2020年08月12日09:54,0,#北京812暴雨# 据气象北京消息，北京市规划自然资源委和市气象局8月11日联合发布地质灾害气象风险黄色预警。未来24小时，北京市山区发生泥石流、崩塌、滑坡等地质灾害的风险较高，请注意防范。 ,5,12,18,,原创,,,,,,
如梦令y1209,2020年08月12日09:54,0,北京今天的大暴雨呢？ ,,,2,,原创,普通用户,,,,,
遇见山东,2020年08月12日09:54,0,【正在直播：严阵以待！气象部门预报显示，。今天，@人民日报 联动 @北京日报都视频 走进北京排水集团防汛指挥部，为您直播防汛“中枢大脑”如何指挥开展防汛准备和应对工作↓↓  .  ,,,,,原创,普通用户,,,,,
快手小铁,2020年08月12日09:54,0, 今日北京实况 大家到单位了么都？ ,,8,19,,原创,,,,,,
-堡包-,2020年08月12日09:54,0,早上不遛狗的? 据说北京有大暴雨??怕晚上出不来 早上带他买咖啡遛了一圈 说好的八点大?呢 等到九点大?了京馔???的运费 都够我去天津买了 ,,,,,原创,个人认证,,,,,
北京朝阳,2020年08月12日09:54,0,#朝阳提示#【最新预报！北京大雨在路上了，看这张图！过去一小时，河北多地出现了30㎜以上的降水，河北肥乡达到了42.2mm。和早晨相比，现在回波逐渐发展到了河北中部。市气象台@气象北京 发布，今天14时前，本市有分散性雷阵雨，局地有短时强降水，强降雨时段在今天午后到夜间，14时后自南向北有全市性的大到暴雨天气，局地有大暴雨，过程中短时雨强较大，阵风最大风力可达七八级。目前，北京暴雨黄色、地质灾害气象风险黄色预警中。请大家减少外出，避免到山区、河道等危险区域活动，随时关注临近预报。 ,2,1,4,,原创,,,,,,
婷靠晋站,2020年08月12日09:54,0,罗晋#罗晋江山如此多娇##大国担当官宣罗晋# 北京暴雨还没来，天气很闷热，想跟晋哥@罗晋 一起吃冰激凌，有没有一起排队去找哥的最近雨水多，大家都多注意安全希望萝卜头与萝卜们都平平安安，快快乐乐 ,2,33,51,,原创,个人认证,,,,,
环球总财,2020年08月12日09:54,0,【明日#北京市山区景区全部关闭#8月11日，北京市文旅局提示，北京市12日将有大到暴雨，局地大暴雨。12日零时起我市山区景区全部关闭，乡村民宿、民俗村户暂停接待游客，请广大游客不要前往山区旅游。（北京青年报，YX） ,,,1,,原创,官方认证,,,,,
慧聚环境,2020年08月12日09:54,0,京津冀暴雨将至,,,,,,,,,,,
今天认真学雅思了嘛,2020年08月12日09:54,0,今儿北京这雨绝对是万众瞩目！有一种，全北京人民都在期待今儿这个2020入汛以来的特大暴雨，这份期待有多强烈呢？那大概就是要是今儿环路上不能开个驱逐舰出门儿！都显得这雨下得穷酸了。毕竟姆们家里条件好～趁龙#北京市山区景区全部关闭##北京迎入汛以来最强降雨# 2北京 ,,,2,北京,原创,个人认证,,,,,
PL樊樊,2020年08月12日09:54,0, 气氛都烘托到这了这雨不下也不行啊 ,,1,2,,原创,,,,,,
北京校园君,2020年08月12日09:54,0,8月12日在“气象北京”的微博上，不少市民询问降雨情况，称自己所在的地区还没有下雨，还有网友直接艾特“气象北京”，问“说好的暴雨呢”。@气象北京  ,,,,,原创,,,,,,
张先生上午好,2020年08月12日09:54,0,雨呢？暴雨??呢？平谷这老阳儿?有点不给暴雨面子呀本次暴雨前 中央气象台 北京气象台 北京市防汛指挥部都已经为全北京市民烘托足了氛围 北京人民对于暴雨的心理预期都已经到了今天这街面上要是不开船 都显得这雨寒酸了 2北京·滨河 ,,2,8,北京·滨河,原创,普通用户,,,,,
中国联合航空,2020年08月12日09:54,0,【航班动态受北京地区暴雨天气影响，中国联合航空取消8月12日在北京大兴机场进出港的25个航班。#交通仲夏夜# 小联温馨提醒您，出行前可先登录中联航官网、APP、微信公众号，以及致电客服热线400-102-6666查询航班动态，如遇航班延误或取消，也可通过上述渠道办理机票退改。客服热线话务繁忙时，建议优先选择网上渠道办理退改，以节省您的宝贵时间。 ,,,4,,原创,普通用户,,,,,
不加糖_猪猪怡,2020年08月12日09:54,0,本来领导说今天不用去上班，可我寻思着天气这么好不上班我总觉得过意不去，就打车去了，谁承想快到单位被同事告知办公室没有人，我又让司机师傅掉头回家了，此时此刻就想赏自己俩嘴巴，今天不下雨对不起我的七十块钱 2北京 ,,3,4,北京,原创,,,,,,
Suiyoukouonn,2020年08月12日09:55,0,怎么硕呢。北京的管理是在进步的，前年大暴雨上班，G6上水几乎淹过轮胎，一路胆战心惊，憋尿憋到膀胱爆炸。没有人建议居家办公没有人预警 ,,,,,原创,,,,,,
抚州资溪发布,2020年08月12日09:55,0,【转发周知！暴雨黄色预警！#13省区市有大到暴雨#中央气象台今天继续发布暴雨黄色预警，预计今天8时至明天8时，内蒙古东南部、山西中南部、河北、北京、天津、山东西北部、辽宁西部、河南北部、甘肃南部和东部、陕西南部、四川盆地中西部、云南西部和南部、广东南部沿海等地的部分地区有大到暴雨，其中，河北中部和东北部、北京、天津西部等地局地有大暴雨（100～200毫米），四川盆地中西部的部分地区有大暴雨到特大暴雨（100～280毫米）。大家出行注意安全！ ,,,1,,原创,,,,,,
庄里微,2020年08月12日09:55,0,中央气象台今天发布暴雨黄色预警，预计今天16省市有大暴雨。其中，河北中部和东北部、北京、天津西部等地局地有大暴雨（100～200毫米）。雨天出行注意安全！ 你那里开始下雨了吗？ 你那里开始下雨了吗？ ,1,1,144,,原创,个人认证,,,,,
CYC你要成长啊,2020年08月12日09:55,0,大家都在期待北京的暴雨??嘛我也期待到底有多大 ,,,1,,原创,普通用户,,,,,
河北微吧,2020年08月12日09:55,0,【来看#邢台# 市开发区早晨8点的海浪中央气象台今天发布暴雨黄色预警，预计今天#13省区市有大到暴雨#。其中，河北中部和东北部、北京、天津西部等地局地有大暴雨（100～200毫米）。雨天出行注意安全！ 2邢台 ,,,,邢台,原创,官方认证,,,,,
等枫红染秋季等相遇_,2020年08月12日09:55,0, 我拖鞋都穿好了窗外艳阳高照？？？ ,,4,3,,原创,个人认证,,,,,
独一无二的小皮的独一无二的大皮,2020年08月12日09:55,0,北京的雷暴大暴雨一直在憋着，我走了，你赶紧下吧。顺便让天津也下了，否则都对不起我改的行程 ,,2,2,,原创,普通用户,,,,,
那只小兔去哪了,2020年08月12日09:55,0,北京大暴雨还下吗 ,,4,1,,原创,,,,,,
僵尸大战植物人哟,2020年08月12日09:55,0,这个天气不晒被？等下雨？ ,,,1,,原创,,,,,,
___--___,2020年08月12日09:55,0,今早，路过几个公园，都是铁将军把门。不少老年人、家长在门口徘徊了一阵儿离开。看来在微博、微信上的公告大多数人都不会看，包括广播也是如此。所以并不是有个通知渠道就万事ok。行政管理部门还有很多事情要做，并不是关了公园就完事了，是要让大家在家呆着啊！ ,,,,,原创,普通用户,,,,,
人人保_rrb,2020年08月12日09:55,0,现在北京出太阳了，雨呢？？,,,,,,,,,,,
花o泡果奶,2020年08月12日09:55,0,在出门的边缘犹豫 到底下不下雨 ,,,2,,原创,普通用户,,,,,
欢乐豆组合里的欢欢,2020年08月12日09:55,0,北京的暴雨晚上见！先来感受一下出差地昨夜的大雨。  ,,,,,原创,普通用户,,,,,
廉洁上海,2020年08月12日09:55,0,【暴雨黄色预警！中央气象台8月12日6时继续发布暴雨黄色预警：预计8月12日8时至13日8时，内蒙古东南部、山西中南部、河北、北京、天津、山东西北部、辽宁西部、河南北部、甘肃南部和东部、陕西南部、四川盆地中西部、云南西部和南部、广东南部沿海等地的部分地区有大到暴雨，其中，河北中部和东北部、北京、天津西部等地局地有大暴雨（100～200毫米），四川盆地中西部的部分地区有大暴雨到特大暴雨（100～280毫米）。上述部分地区伴有短时强降水（最大小时降雨量30～60毫米，局地可超过100毫米），局地有雷暴大风等强对流天气。 ,,,,,原创,,,,,,
Colder_han,2020年08月12日09:56,0,暴雨前，太阳还出来打个酱油，闷热，往远处一望白蒙蒙的。大雨会不会迟到呢？ ,,,1,,原创,,,,,,
西吴毛奇MrZ,2020年08月12日09:56,0, 发一组图对比吧：上一次强降雨预报的山东暴雨中心值是260、这次北京才200。就嚷嚷的满世界紧张。切！！！年世兰的那句台词是怎么说的来着？ ,,2,,,原创,,,,,,
凉山共青团,2020年08月12日09:56,0,【暴雨黄色预警！中央气象台8月12日6时继续发布暴雨黄色预警：预计8月12日8时至13日8时，内蒙古东南部、山西中南部、河北、北京、天津、山东西北部、辽宁西部、河南北部、甘肃南部和东部、陕西南部、四川盆地中西部、云南西部和南部、广东南部沿海等地的部分地区有大到暴雨，其中，河北中部和东北部、北京、天津西部等地局地有大暴雨（100～200毫米），四川盆地中西部的部分地区有大暴雨到特大暴雨（100～280毫米）。上述部分地区伴有短时强降水（最大小时降雨量30～60毫米，局地可超过100毫米），局地有雷暴大风等强对流天气。 2凉山·会理县 ,2,,,凉山·会理县,原创,官方认证,,,,,
Steven-1999,2020年08月12日09:56,0,"根据多年被坑的经验，作为一个@北京气象局 的老粉，这一次 的北京气象局又得被打脸了。说的是12号早晨开始，现在这会儿9:55分 太阳公公还在天空漫步呢。今天这暴雨能够下成中雨就谢天谢地对得起中央财政拨款了。这么多单位居家办公或启动应急预案，这么多市属公园闭园，这专业误报，它的政治影响和经济破坏力可以堪比#新冠病毒# 了吧？推荐#北京市气象局# ，可以预报下今年的美国大选""特大总统""的成功连任。 ",,1,,,原创,普通用户,,,,,
五方天雅女装,2020年08月12日09:56,0,你那里下雨了吗？我这儿还没呢 2北京·天雅女装大厦 ,,,,北京·天雅女装大厦,原创,,,,,,
爱护公共设施o_O,2020年08月12日09:57,0, 前两天的暴雨宣传力度不亚于娱乐公司力捧一位一线明星，说是从周三早上八九点起就开始全天性的大暴雨，结果到了好不容易到了今天了（起码就目前而言），你就给我来了个艳阳高照？知了不去避雨，还在声声的叫着夏天？ ,,,,,原创,,,,,,
小猪斑比眼,2020年08月12日09:57,0,10086和学校连发了好几道通知，北京，今天不来个真?暴雨让我们（远程）开开眼吗 ,,,,,原创,普通用户,,,,,
Super_500,2020年08月12日09:57,0,北京对这次暴雨的应对措施，让我对这场雨到底有多大非常好奇，大家都战战兢兢的。不得不说，7·21对北京的伤害太深了。 ,,,,,原创,,,,,,
溺爱蒋易一辈子,2020年08月12日09:57,0,我觉得昨天又是短信又是各种通知的，今天的大暴雨，氛围都烘托到这了，不下就太不合适了吧?????? 2北京·总后勤部大院 ,,,,北京·总后勤部大院,原创,,,,,,
石家庄同城,2020年08月12日09:57,0,【邢台# 市开发区早晨8点的海浪中央气象台今天发布暴雨黄色预警，预计今天#13省区市有大到暴雨#。其中，河北中部和东北部、北京、天津西部等地局地有大暴雨（100～200毫米）。雨天出行注意安全！（河北新闻网） ,,,,,原创,,,,,,
西瓜太妹教买房,2020年08月12日09:57,0,说好的暴雨呢？昨天可酝酿一天了  #北京迎入汛以来最强降雨# ,,,2,,原创,,,,,,
雷特世创,2020年08月12日09:57,0, 能给个准信儿么 ,,,2,,原创,普通用户,,,,,
郑州新闻广播,2020年08月12日09:57,0,【转发周知！暴雨黄色预警！#13省区市有大到暴雨#中央气象台今天继续发布暴雨黄色预警，预计今天8时至明天8时，内蒙古东南部、山西中南部、河北、北京、天津、山东西北部、辽宁西部、河南北部、甘肃南部和东部、陕西南部、四川盆地中西部、云南西部和南部、广东南部沿海等地的部分地区有大到暴雨，其中，河北中部和东北部、北京、天津西部等地局地有大暴雨（100～200毫米），四川盆地中西部的部分地区有大暴雨到特大暴雨（100～280毫米）。大家出行注意安全！@中国天气 ,,,,,原创,官方认证,,,,,
芊貝芓,2020年08月12日09:57,0, 大半个北京城的人，都为暴雨做好了准备，然而没有要下雨的意思。老天心想，我原本渡劫不想你们知道，结果你们搞得兴师动众的，我不要面子啦？？~~ ,,2,1,,原创,,,,,,
博言南水北调,2020年08月12日09:58,0,北京暴雨预警，我们做好了万全的准备，结果……雨呢？看来我们的防汛工作给龙王爷下雨造成了很大的压力啊！ ,,,3,,原创,普通用户,,,,,
漠二兮_小巨怪表白Severus,2020年08月12日09:58,0,得知 的 这两天亲爸和亲男友的反应然后现在还没下突然期待到底有多大雨“下猫?下狗?”嘛？ ,,1,1,,原创,,,,,,
山住一金家,2020年08月12日09:58,0,所以雨呢？ ,,,,,原创,普通用户,,,,,
Talkmate全球说,2020年08月12日09:58,0,#全球说词汇#  帝都发布了暴雨黄色预警，网友们纷纷预测今天的雨会有多大。球球菌猜测，可能会跟依萍到陆家借钱那天的雨一样大吧！暴雨在各个语言中如何表示，你们知道吗？英语：torrential rains日语：豪雨（ごうう）法语：pluie torrentielle德语：Gewitter西语：tormenta ,,,,,原创,普通用户,,,,,
ly不吃糖T_T,2020年08月12日09:58,0,整个首都都在等这场暴雨，要是下小了，这雨可能就下不了台了  2北京·北京航空航天大学 ,,,1,北京·北京航空航天大学,原创,,,,,,
北京人北京事儿,2020年08月12日09:58,0,8月11日，北京市文旅局提示，北京市12日将有大到暴雨，局地大暴雨。12日零时起我市山区景区全部关闭，乡村民宿、民俗村户暂停接待游客，请广大游客不要前往山区旅游 ,298,365,731,,原创,,,,,,
环球网健康,2020年08月12日09:58,0,中央气象台今天发布暴雨黄色预警，预计今天#13省区市有大到暴雨#。其中，河北中部和东北部、北京、天津西部等地局地有大暴雨（100～200毫米）。看此时此刻的北京、天津与河北↓关注！雨天出行注意安全！  . ,1,1,1,,原创,,,,,,
庄里微,2020年08月12日09:58,0,【转载 | 京津冀局部地有大暴雨来看邢台 市开发区早晨8点的海浪中央气象台今天发布暴雨黄色预警，预计今天13省区市有大到暴雨。其中，河北中部和东北部、北京、天津西部等地局地有大暴雨（100～200毫米）。雨天出行注意安全！ ,,1,2,,原创,,,,,,
迈格森国际教育,2020年08月12日09:58,0,早上好朋友们，出门带伞了吗？暴雨[bào yǔ]译：torrential rain; rainstorm; hard rain; intense fall ,,9,2,,原创,,,,,,
消防事,2020年08月12日09:58,0, 到底有多厉害？反正，各单位发的通知是一条比一条吓人！北京市气象台介绍，受西太平洋副高外围偏南暖湿气流和冷空气共同影响，京津冀地区明天将有一次区域性强降雨天气过程，大部分地区将出现大到暴雨，局地有大暴雨，为今年入汛以来最强降雨过程。 ,,1,3,,原创,,,,,,
